Zip	City	State	County
13744    	CASTLE CREEK                  	NY	BROOME                                                      
13745    	CHENANGO BRIDGE               	NY	BROOME                                                      
13746    	CHENANGO FORKS                	NY	BROOME                                                      
13747    	COLLIERSVILLE                 	NY	OTSEGO                                                      
13748    	CONKLIN                       	NY	BROOME                                                      
13749    	CORBETTSVILLE                 	NY	BROOME                                                      
13750    	DAVENPORT                     	NY	DELAWARE                                                    
13751    	DAVENPORT CENTER              	NY	DELAWARE                                                    
13752    	DELANCEY                      	NY	DELAWARE                                                    
13753    	DELHI                         	NY	DELAWARE                                                    
13754    	DEPOSIT                       	NY	BROOME                                                      
13755    	DOWNSVILLE                    	NY	DELAWARE                                                    
13756    	EAST BRANCH                   	NY	DELAWARE                                                    
13757    	EAST MEREDITH                 	NY	DELAWARE                                                    
13758    	EAST PHARSALIA                	NY	CHENANGO                                                    
13760    	ENDICOTT                      	NY	BROOME                                                      
13761    	ENDICOTT                      	NY	BROOME                                                      
13762    	ENDWELL                       	NY	BROOME                                                      
13763    	ENDICOTT                      	NY	BROOME                                                      
13774    	FISHS EDDY                    	NY	DELAWARE                                                    
13775    	FRANKLIN                      	NY	DELAWARE                                                    
13776    	GILBERTSVILLE                 	NY	OTSEGO                                                      
13777    	GLEN AUBREY                   	NY	BROOME                                                      
13778    	GREENE                        	NY	CHENANGO                                                    
13780    	GUILFORD                      	NY	CHENANGO                                                    
13782    	HAMDEN                        	NY	DELAWARE                                                    
13783    	HANCOCK                       	NY	DELAWARE                                                    
13784    	HARFORD                       	NY	CORTLAND                                                    
13786    	HARPERSFIELD                  	NY	DELAWARE                                                    
13787    	HARPURSVILLE                  	NY	BROOME                                                      
13788    	HOBART                        	NY	DELAWARE                                                    
13790    	JOHNSON CITY                  	NY	BROOME                                                      
13794    	KILLAWOG                      	NY	BROOME                                                      
13795    	KIRKWOOD                      	NY	BROOME                                                      
13796    	LAURENS                       	NY	OTSEGO                                                      
13797    	LISLE                         	NY	BROOME                                                      
13801    	MC DONOUGH                    	NY	CHENANGO                                                    
13802    	MAINE                         	NY	BROOME                                                      
13803    	MARATHON                      	NY	CORTLAND                                                    
13804    	MASONVILLE                    	NY	DELAWARE                                                    
13806    	MERIDALE                      	NY	DELAWARE                                                    
13807    	MILFORD                       	NY	OTSEGO                                                      
13808    	MORRIS                        	NY	OTSEGO                                                      
13809    	MOUNT UPTON                   	NY	CHENANGO                                                    
13810    	MOUNT VISION                  	NY	OTSEGO                                                      
13811    	NEWARK VALLEY                 	NY	TIOGA                                                       
13812    	NICHOLS                       	NY	TIOGA                                                       
13813    	NINEVEH                       	NY	BROOME                                                      
13814    	NORTH NORWICH                 	NY	CHENANGO                                                    
13815    	NORWICH                       	NY	CHENANGO                                                    
13820    	ONEONTA                       	NY	OTSEGO                                                      
13825    	OTEGO                         	NY	OTSEGO                                                      
13826    	OUAQUAGA                      	NY	BROOME                                                      
13827    	OWEGO                         	NY	TIOGA                                                       
13830    	OXFORD                        	NY	CHENANGO                                                    
13832    	PLYMOUTH                      	NY	CHENANGO                                                    
13833    	PORT CRANE                    	NY	BROOME                                                      
13834    	PORTLANDVILLE                 	NY	OTSEGO                                                      
13835    	RICHFORD                      	NY	TIOGA                                                       
13837    	SHINHOPPLE                    	NY	DELAWARE                                                    
13838    	SIDNEY                        	NY	DELAWARE                                                    
13839    	SIDNEY CENTER                 	NY	DELAWARE                                                    
13840    	SMITHBORO                     	NY	TIOGA                                                       
13841    	SMITHVILLE FLATS              	NY	CORTLAND                                                    
13842    	SOUTH KORTRIGHT               	NY	DELAWARE                                                    
13843    	SOUTH NEW BERLIN              	NY	CHENANGO                                                    
13844    	SOUTH PLYMOUTH                	NY	CHENANGO                                                    
13845    	TIOGA CENTER                  	NY	TIOGA                                                       
13846    	TREADWELL                     	NY	DELAWARE                                                    
13847    	TROUT CREEK                   	NY	DELAWARE                                                    
13848    	TUNNEL                        	NY	BROOME                                                      
13849    	UNADILLA                      	NY	OTSEGO                                                      
13850    	VESTAL                        	NY	BROOME                                                      
13851    	VESTAL                        	NY	BROOME                                                      
13856    	WALTON                        	NY	DELAWARE                                                    
13859    	WELLS BRIDGE                  	NY	OTSEGO                                                      
13860    	WEST DAVENPORT                	NY	DELAWARE                                                    
13861    	WEST ONEONTA                  	NY	OTSEGO                                                      
13862    	WHITNEY POINT                 	NY	BROOME                                                      
13863    	WILLET                        	NY	CORTLAND                                                    
13864    	WILLSEYVILLE                  	NY	TIOGA                                                       
13865    	WINDSOR                       	NY	BROOME                                                      
13901    	BINGHAMTON                    	NY	BROOME                                                      
13902    	BINGHAMTON                    	NY	BROOME                                                      
13903    	BINGHAMTON                    	NY	BROOME                                                      
13904    	BINGHAMTON                    	NY	BROOME                                                      
13905    	BINGHAMTON                    	NY	BROOME                                                      
14001    	AKRON                         	NY	ERIE                                                        
14003    	ALABAMA                       	NY	GENESEE                                                     
14004    	ALDEN                         	NY	ERIE                                                        
14005    	ALEXANDER                     	NY	GENESEE                                                     
14006    	ANGOLA                        	NY	ERIE                                                        
14008    	APPLETON                      	NY	NIAGARA                                                     
14009    	ARCADE                        	NY	WYOMING                                                     
14010    	ATHOL SPRINGS                 	NY	ERIE                                                        
14011    	ATTICA                        	NY	WYOMING                                                     
14012    	BARKER                        	NY	NIAGARA                                                     
14013    	BASOM                         	NY	GENESEE                                                     
14020    	BATAVIA                       	NY	GENESEE                                                     
14021    	BATAVIA                       	NY	GENESEE                                                     
14024    	BLISS                         	NY	WYOMING                                                     
14025    	BOSTON                        	NY	ERIE                                                        
14026    	BOWMANSVILLE                  	NY	ERIE                                                        
14027    	BRANT                         	NY	ERIE                                                        
14028    	BURT                          	NY	NIAGARA                                                     
14029    	CENTERVILLE                   	NY	ALLEGANY                                                    
14030    	CHAFFEE                       	NY	ERIE                                                        
14031    	CLARENCE                      	NY	ERIE                                                        
14032    	CLARENCE CENTER               	NY	ERIE                                                        
14033    	COLDEN                        	NY	ERIE                                                        
14034    	COLLINS                       	NY	ERIE                                                        
14035    	COLLINS CENTER                	NY	ERIE                                                        
14036    	CORFU                         	NY	GENESEE                                                     
14037    	COWLESVILLE                   	NY	WYOMING                                                     
14038    	CRITTENDEN                    	NY	ERIE                                                        
14039    	DALE                          	NY	WYOMING                                                     
14040    	DARIEN CENTER                 	NY	GENESEE                                                     
14041    	DAYTON                        	NY	CATTARAUGUS                                                 
14042    	DELEVAN                       	NY	CATTARAUGUS                                                 
14043    	DEPEW                         	NY	ERIE                                                        
14047    	DERBY                         	NY	ERIE                                                        
14048    	DUNKIRK                       	NY	CHAUTAUQUA                                                  
14051    	EAST AMHERST                  	NY	ERIE                                                        
14052    	EAST AURORA                   	NY	ERIE                                                        
14054    	EAST BETHANY                  	NY	GENESEE                                                     
14055    	EAST CONCORD                  	NY	ERIE                                                        
14056    	EAST PEMBROKE                 	NY	GENESEE                                                     
14057    	EDEN                          	NY	ERIE                                                        
14058    	ELBA                          	NY	GENESEE                                                     
14059    	ELMA                          	NY	ERIE                                                        
14060    	FARMERSVILLE STATION          	NY	ALLEGANY                                                    
14061    	FARNHAM                       	NY	ERIE                                                        
14062    	FORESTVILLE                   	NY	CHAUTAUQUA                                                  
14063    	FREDONIA                      	NY	CHAUTAUQUA                                                  
14065    	FREEDOM                       	NY	CATTARAUGUS                                                 
14066    	GAINESVILLE                   	NY	WYOMING                                                     
14067    	GASPORT                       	NY	NIAGARA                                                     
14068    	GETZVILLE                     	NY	ERIE                                                        
14069    	GLENWOOD                      	NY	ERIE                                                        
14070    	GOWANDA                       	NY	CATTARAUGUS                                                 
14072    	GRAND ISLAND                  	NY	ERIE                                                        
14075    	HAMBURG                       	NY	ERIE                                                        
14080    	HOLLAND                       	NY	ERIE                                                        
14081    	IRVING                        	NY	ERIE                                                        
14082    	JAVA CENTER                   	NY	WYOMING                                                     
14083    	JAVA VILLAGE                  	NY	WYOMING                                                     
14085    	LAKE VIEW                     	NY	ERIE                                                        
14086    	LANCASTER                     	NY	ERIE                                                        
14091    	LAWTONS                       	NY	ERIE                                                        
14092    	LEWISTON                      	NY	NIAGARA                                                     
14094    	LOCKPORT                      	NY	NIAGARA                                                     
14095    	LOCKPORT                      	NY	NIAGARA                                                     
14098    	LYNDONVILLE                   	NY	ORLEANS                                                     
14101    	MACHIAS                       	NY	CATTARAUGUS                                                 
14102    	MARILLA                       	NY	ERIE                                                        
14103    	MEDINA                        	NY	ORLEANS                                                     
14105    	MIDDLEPORT                    	NY	NIAGARA                                                     
14107    	MODEL CITY                    	NY	NIAGARA                                                     
14108    	NEWFANE                       	NY	NIAGARA                                                     
14109    	NIAGARA UNIVERSITY            	NY	NIAGARA                                                     
14110    	NORTH BOSTON                  	NY	ERIE                                                        
14111    	NORTH COLLINS                 	NY	ERIE                                                        
14112    	NORTH EVANS                   	NY	ERIE                                                        
14113    	NORTH JAVA                    	NY	WYOMING                                                     
14120    	NORTH TONAWANDA               	NY	NIAGARA                                                     
14125    	OAKFIELD                      	NY	GENESEE                                                     
14126    	OLCOTT                        	NY	NIAGARA                                                     
14127    	ORCHARD PARK                  	NY	ERIE                                                        
14129    	PERRYSBURG                    	NY	CATTARAUGUS                                                 
14130    	PIKE                          	NY	WYOMING                                                     
14131    	RANSOMVILLE                   	NY	NIAGARA                                                     
14132    	SANBORN                       	NY	NIAGARA                                                     
14133    	SANDUSKY                      	NY	CATTARAUGUS                                                 
14134    	SARDINIA                      	NY	ERIE                                                        
14135    	SHERIDAN                      	NY	CHAUTAUQUA                                                  
14136    	SILVER CREEK                  	NY	CHAUTAUQUA                                                  
14138    	SOUTH DAYTON                  	NY	CATTARAUGUS                                                 
14139    	SOUTH WALES                   	NY	ERIE                                                        
14140    	SPRING BROOK                  	NY	ERIE                                                        
14141    	SPRINGVILLE                   	NY	ERIE                                                        
14143    	STAFFORD                      	NY	GENESEE                                                     
14144    	STELLA NIAGARA                	NY	NIAGARA                                                     
14145    	STRYKERSVILLE                 	NY	WYOMING                                                     
14150    	TONAWANDA                     	NY	ERIE                                                        
14151    	TONAWANDA                     	NY	ERIE                                                        
14166    	VAN BUREN POINT               	NY	CHAUTAUQUA                                                  
14167    	VARYSBURG                     	NY	WYOMING                                                     
14168    	VERSAILLES                    	NY	CATTARAUGUS                                                 
14169    	WALES CENTER                  	NY	ERIE                                                        
14170    	WEST FALLS                    	NY	ERIE                                                        
14171    	WEST VALLEY                   	NY	CATTARAUGUS                                                 
14172    	WILSON                        	NY	NIAGARA                                                     
14173    	YORKSHIRE                     	NY	CATTARAUGUS                                                 
14174    	YOUNGSTOWN                    	NY	NIAGARA                                                     
14201    	BUFFALO                       	NY	ERIE                                                        
14202    	BUFFALO                       	NY	ERIE                                                        
14203    	BUFFALO                       	NY	ERIE                                                        
14204    	BUFFALO                       	NY	ERIE                                                        
14205    	BUFFALO                       	NY	ERIE                                                        
14206    	BUFFALO                       	NY	ERIE                                                        
14207    	BUFFALO                       	NY	ERIE                                                        
14208    	BUFFALO                       	NY	ERIE                                                        
14209    	BUFFALO                       	NY	ERIE                                                        
14210    	BUFFALO                       	NY	ERIE                                                        
14211    	BUFFALO                       	NY	ERIE                                                        
14212    	BUFFALO                       	NY	ERIE                                                        
14213    	BUFFALO                       	NY	ERIE                                                        
14214    	BUFFALO                       	NY	ERIE                                                        
14215    	BUFFALO                       	NY	ERIE                                                        
14216    	BUFFALO                       	NY	ERIE                                                        
14217    	BUFFALO                       	NY	ERIE                                                        
14218    	BUFFALO                       	NY	ERIE                                                        
14219    	BUFFALO                       	NY	ERIE                                                        
14220    	BUFFALO                       	NY	ERIE                                                        
14221    	BUFFALO                       	NY	ERIE                                                        
14222    	BUFFALO                       	NY	ERIE                                                        
14223    	BUFFALO                       	NY	ERIE                                                        
14224    	BUFFALO                       	NY	ERIE                                                        
14225    	BUFFALO                       	NY	ERIE                                                        
14226    	BUFFALO                       	NY	ERIE                                                        
14227    	BUFFALO                       	NY	ERIE                                                        
14228    	BUFFALO                       	NY	ERIE                                                        
14231    	BUFFALO                       	NY	ERIE                                                        
14233    	BUFFALO                       	NY	ERIE                                                        
14240    	BUFFALO                       	NY	ERIE                                                        
14241    	BUFFALO                       	NY	ERIE                                                        
14260    	BUFFALO                       	NY	ERIE                                                        
14261    	BUFFALO                       	NY	ERIE                                                        
14263    	BUFFALO                       	NY	ERIE                                                        
14264    	BUFFALO                       	NY	ERIE                                                        
14265    	BUFFALO                       	NY	ERIE                                                        
14267    	BUFFALO                       	NY	ERIE                                                        
14269    	BUFFALO                       	NY	ERIE                                                        
14270    	BUFFALO                       	NY	ERIE                                                        
14272    	BUFFALO                       	NY	ERIE                                                        
14273    	BUFFALO                       	NY	ERIE                                                        
14276    	BUFFALO                       	NY	ERIE                                                        
14280    	BUFFALO                       	NY	ERIE                                                        
14301    	NIAGARA FALLS                 	NY	NIAGARA                                                     
14302    	NIAGARA FALLS                 	NY	NIAGARA                                                     
14303    	NIAGARA FALLS                 	NY	NIAGARA                                                     
14304    	NIAGARA FALLS                 	NY	NIAGARA                                                     
14305    	NIAGARA FALLS                 	NY	NIAGARA                                                     
14410    	ADAMS BASIN                   	NY	MONROE                                                      
14411    	ALBION                        	NY	ORLEANS                                                     
14413    	ALTON                         	NY	WAYNE                                                       
14414    	AVON                          	NY	LIVINGSTON                                                  
14415    	BELLONA                       	NY	YATES                                                       
14416    	BERGEN                        	NY	GENESEE                                                     
14418    	BRANCHPORT                    	NY	YATES                                                       
14420    	BROCKPORT                     	NY	MONROE                                                      
14422    	BYRON                         	NY	GENESEE                                                     
14423    	CALEDONIA                     	NY	LIVINGSTON                                                  
14424    	CANANDAIGUA                   	NY	ONTARIO                                                     
14425    	FARMINGTON                    	NY	ONTARIO                                                     
14427    	CASTILE                       	NY	WYOMING                                                     
14428    	CHURCHVILLE                   	NY	MONROE                                                      
14429    	CLARENDON                     	NY	ORLEANS                                                     
14430    	CLARKSON                      	NY	MONROE                                                      
14432    	CLIFTON SPRINGS               	NY	ONTARIO                                                     
14433    	CLYDE                         	NY	WAYNE                                                       
14435    	CONESUS                       	NY	LIVINGSTON                                                  
14437    	DANSVILLE                     	NY	LIVINGSTON                                                  
14441    	DRESDEN                       	NY	YATES                                                       
14443    	EAST BLOOMFIELD               	NY	ONTARIO                                                     
14445    	EAST ROCHESTER                	NY	MONROE                                                      
14449    	EAST WILLIAMSON               	NY	WAYNE                                                       
14450    	FAIRPORT                      	NY	MONROE                                                      
14452    	FANCHER                       	NY	ORLEANS                                                     
14453    	FISHERS                       	NY	ONTARIO                                                     
14454    	GENESEO                       	NY	LIVINGSTON                                                  
14456    	GENEVA                        	NY	ONTARIO                                                     
14461    	GORHAM                        	NY	ONTARIO                                                     
14462    	GROVELAND                     	NY	LIVINGSTON                                                  
14463    	HALL                          	NY	ONTARIO                                                     
14464    	HAMLIN                        	NY	MONROE                                                      
14466    	HEMLOCK                       	NY	ONTARIO                                                     
14467    	HENRIETTA                     	NY	MONROE                                                      
14468    	HILTON                        	NY	MONROE                                                      
14469    	BLOOMFIELD                    	NY	ONTARIO                                                     
14470    	HOLLEY                        	NY	ORLEANS                                                     
14471    	HONEOYE                       	NY	ONTARIO                                                     
14472    	HONEOYE FALLS                 	NY	MONROE                                                      
14475    	IONIA                         	NY	ONTARIO                                                     
14476    	KENDALL                       	NY	ORLEANS                                                     
14477    	KENT                          	NY	ORLEANS                                                     
14478    	KEUKA PARK                    	NY	YATES                                                       
14479    	KNOWLESVILLE                  	NY	ORLEANS                                                     
14480    	LAKEVILLE                     	NY	LIVINGSTON                                                  
14481    	LEICESTER                     	NY	LIVINGSTON                                                  
14482    	LE ROY                        	NY	GENESEE                                                     
14485    	LIMA                          	NY	LIVINGSTON                                                  
14486    	LINWOOD                       	NY	GENESEE                                                     
14487    	LIVONIA                       	NY	LIVINGSTON                                                  
14488    	LIVONIA CENTER                	NY	LIVINGSTON                                                  
14489    	LYONS                         	NY	WAYNE                                                       
14502    	MACEDON                       	NY	WAYNE                                                       
14504    	MANCHESTER                    	NY	ONTARIO                                                     
14505    	MARION                        	NY	WAYNE                                                       
14506    	MENDON                        	NY	MONROE                                                      
14507    	MIDDLESEX                     	NY	YATES                                                       
14508    	MORTON                        	NY	ORLEANS                                                     
14510    	MOUNT MORRIS                  	NY	LIVINGSTON                                                  
14511    	MUMFORD                       	NY	MONROE                                                      
14512    	NAPLES                        	NY	ONTARIO                                                     
14513    	NEWARK                        	NY	WAYNE                                                       
14514    	NORTH CHILI                   	NY	MONROE                                                      
14515    	NORTH GREECE                  	NY	MONROE                                                      
14516    	NORTH ROSE                    	NY	WAYNE                                                       
14517    	NUNDA                         	NY	LIVINGSTON                                                  
14518    	OAKS CORNERS                  	NY	ONTARIO                                                     
14519    	ONTARIO                       	NY	WAYNE                                                       
14520    	ONTARIO CENTER                	NY	WAYNE                                                       
14521    	OVID                          	NY	SENECA                                                      
14522    	PALMYRA                       	NY	WAYNE                                                       
14525    	PAVILION                      	NY	GENESEE                                                     
14526    	PENFIELD                      	NY	MONROE                                                      
14527    	PENN YAN                      	NY	YATES                                                       
14529    	PERKINSVILLE                  	NY	STEUBEN                                                     
14530    	PERRY                         	NY	WYOMING                                                     
14532    	PHELPS                        	NY	ONTARIO                                                     
14533    	PIFFARD                       	NY	LIVINGSTON                                                  
14534    	PITTSFORD                     	NY	MONROE                                                      
14536    	PORTAGEVILLE                  	NY	WYOMING                                                     
14537    	PORT GIBSON                   	NY	ONTARIO                                                     
14538    	PULTNEYVILLE                  	NY	WAYNE                                                       
14539    	RETSOF                        	NY	LIVINGSTON                                                  
14541    	ROMULUS                       	NY	SENECA                                                      
14542    	ROSE                          	NY	WAYNE                                                       
14543    	RUSH                          	NY	MONROE                                                      
14544    	RUSHVILLE                     	NY	YATES                                                       
14545    	SCOTTSBURG                    	NY	LIVINGSTON                                                  
14546    	SCOTTSVILLE                   	NY	MONROE                                                      
14547    	SENECA CASTLE                 	NY	ONTARIO                                                     
14548    	SHORTSVILLE                   	NY	ONTARIO                                                     
14549    	SILVER LAKE                   	NY	WYOMING                                                     
14550    	SILVER SPRINGS                	NY	WYOMING                                                     
14551    	SODUS                         	NY	WAYNE                                                       
14555    	SODUS POINT                   	NY	WAYNE                                                       
14556    	SONYEA                        	NY	LIVINGSTON                                                  
14557    	SOUTH BYRON                   	NY	GENESEE                                                     
14558    	SOUTH LIMA                    	NY	LIVINGSTON                                                  
14559    	SPENCERPORT                   	NY	MONROE                                                      
14560    	SPRINGWATER                   	NY	LIVINGSTON                                                  
14561    	STANLEY                       	NY	ONTARIO                                                     
14563    	UNION HILL                    	NY	WAYNE                                                       
14564    	VICTOR                        	NY	ONTARIO                                                     
14568    	WALWORTH                      	NY	WAYNE                                                       
14569    	WARSAW                        	NY	WYOMING                                                     
14571    	WATERPORT                     	NY	ORLEANS                                                     
14572    	WAYLAND                       	NY	STEUBEN                                                     
14580    	WEBSTER                       	NY	MONROE                                                      
14585    	WEST BLOOMFIELD               	NY	ONTARIO                                                     
14586    	WEST HENRIETTA                	NY	MONROE                                                      
14588    	WILLARD                       	NY	SENECA                                                      
14589    	WILLIAMSON                    	NY	WAYNE                                                       
14590    	WOLCOTT                       	NY	WAYNE                                                       
14591    	WYOMING                       	NY	WYOMING                                                     
14592    	YORK                          	NY	LIVINGSTON                                                  
14600    	                              	NY	                                                            
14601    	ROCHESTER                     	NY	MONROE                                                      
14602    	ROCHESTER                     	NY	MONROE                                                      
14603    	ROCHESTER                     	NY	MONROE                                                      
14604    	ROCHESTER                     	NY	MONROE                                                      
14605    	ROCHESTER                     	NY	MONROE                                                      
14606    	ROCHESTER                     	NY	MONROE                                                      
14607    	ROCHESTER                     	NY	MONROE                                                      
14608    	ROCHESTER                     	NY	MONROE                                                      
14609    	ROCHESTER                     	NY	MONROE                                                      
14610    	ROCHESTER                     	NY	MONROE                                                      
14611    	ROCHESTER                     	NY	MONROE                                                      
14612    	ROCHESTER                     	NY	MONROE                                                      
14613    	ROCHESTER                     	NY	MONROE                                                      
14614    	ROCHESTER                     	NY	MONROE                                                      
14615    	ROCHESTER                     	NY	MONROE                                                      
14616    	ROCHESTER                     	NY	MONROE                                                      
14617    	ROCHESTER                     	NY	MONROE                                                      
14618    	ROCHESTER                     	NY	MONROE                                                      
14619    	ROCHESTER                     	NY	MONROE                                                      
14620    	ROCHESTER                     	NY	MONROE                                                      
14621    	ROCHESTER                     	NY	MONROE                                                      
14622    	ROCHESTER                     	NY	MONROE                                                      
14623    	ROCHESTER                     	NY	MONROE                                                      
14624    	ROCHESTER                     	NY	MONROE                                                      
14625    	ROCHESTER                     	NY	MONROE                                                      
14626    	ROCHESTER                     	NY	MONROE                                                      
14627    	ROCHESTER                     	NY	MONROE                                                      
14638    	ROCHESTER                     	NY	MONROE                                                      
14639    	ROCHESTER                     	NY	MONROE                                                      
14642    	ROCHESTER                     	NY	MONROE                                                      
14643    	ROCHESTER                     	NY	MONROE                                                      
14644    	ROCHESTER                     	NY	MONROE                                                      
14645    	ROCHESTER                     	NY	MONROE                                                      
14646    	ROCHESTER                     	NY	MONROE                                                      
14647    	ROCHESTER                     	NY	MONROE                                                      
14649    	ROCHESTER                     	NY	MONROE                                                      
14650    	ROCHESTER                     	NY	MONROE                                                      
14651    	ROCHESTER                     	NY	MONROE                                                      
14652    	ROCHESTER                     	NY	MONROE                                                      
14653    	ROCHESTER                     	NY	MONROE                                                      
14660    	ROCHESTER                     	NY	MONROE                                                      
14664    	ROCHESTER                     	NY	MONROE                                                      
14673    	ROCHESTER                     	NY	MONROE                                                      
14683    	ROCHESTER                     	NY	MONROE                                                      
14692    	ROCHESTER                     	NY	MONROE                                                      
14694    	ROCHESTER                     	NY	MONROE                                                      
14701    	JAMESTOWN                     	NY	CHAUTAUQUA                                                  
14702    	JAMESTOWN                     	NY	CHAUTAUQUA                                                  
14703    	JAMESTOWN                     	NY	CHAUTAUQUA                                                  
14704    	JAMESTOWN                     	NY	CHAUTAUQUA                                                  
14706    	ALLEGANY                      	NY	CATTARAUGUS                                                 
14707    	ALLENTOWN                     	NY	ALLEGANY                                                    
14708    	ALMA                          	NY	ALLEGANY                                                    
14709    	ANGELICA                      	NY	ALLEGANY                                                    
14710    	ASHVILLE                      	NY	CHAUTAUQUA                                                  
14711    	BELFAST                       	NY	ALLEGANY                                                    
14712    	BEMUS POINT                   	NY	CHAUTAUQUA                                                  
14714    	BLACK CREEK                   	NY	ALLEGANY                                                    
14715    	BOLIVAR                       	NY	ALLEGANY                                                    
14716    	BROCTON                       	NY	CHAUTAUQUA                                                  
14717    	CANEADEA                      	NY	ALLEGANY                                                    
14718    	CASSADAGA                     	NY	CHAUTAUQUA                                                  
14719    	CATTARAUGUS                   	NY	CATTARAUGUS                                                 
14720    	CELORON                       	NY	CHAUTAUQUA                                                  
14721    	CERES                         	NY	ALLEGANY                                                    
14722    	CHAUTAUQUA                    	NY	CHAUTAUQUA                                                  
14723    	CHERRY CREEK                  	NY	CHAUTAUQUA                                                  
14724    	CLYMER                        	NY	CHAUTAUQUA                                                  
14726    	CONEWANGO VALLEY              	NY	CATTARAUGUS                                                 
